position COMBINED_rate(cM/Mb) Genetic_Map(cM)
53677395 14.0720148149 84.6897381667
53678042 15.8339233617 84.6988427603
53678483 14.8398392707 84.7058255205
53678506 8.9761443822 84.7061668368
53679318 6.4498915561 84.7134554660
53679906 6.4389657142 84.7172480023
53680199 5.0770861317 84.7191346192
53680230 5.0727998080 84.7192920089
53680264 2.7480966634 84.7194644841
53680680 2.6499258472 84.7206076923
53680697 2.2702746746 84.7206527410
53680842 0.5422684893 84.7209819309
53681501 0.5357169071 84.7213392858
53681803 0.5309287659 84.7215010723
53681864 0.5261033950 84.7215334590
53682041 0.5213828650 84.7216265793
53682101 0.5176180143 84.7216578622
53682840 0.5174111085 84.7220403819
53683584 0.5177294688 84.7224253358
53683681 0.5178292685 84.7224755556
53683685 0.5183086049 84.7224776269
53684012 0.5186141805 84.7226471138
53684654 0.5186141805 84.7229800641
53685231 0.5186141805 84.7232793045
53685256 0.5184854742 84.7232922698
53685598 0.5183281415 84.7234695919
53686301 0.5170746468 84.7238339766
53686349 0.5147817778 84.7238587961
53687053 0.5176979855 84.7242212025
53687184 0.5223644547 84.7242890209
53687426 0.5369845448 84.7244154331
53687770 0.9279100810 84.7246001558
53687857 1.6399295357 84.7246808840
53687942 1.6532179846 84.7248202780
53688433 1.6607204787 84.7256320080
53688685 1.6626381723 84.7260505096
53688856 1.6622737711 84.7263348207
53689251 1.6623084932 84.7269914189
53689801 0.5964795797 84.7279056885
53689836 0.5229021134 84.7279265653
53690036 0.4627452739 84.7280311458
53690081 0.4404592717 84.7280519693
53690254 0.4363078355 84.7281281687
53690324 0.4335237113 84.7281587103
53690376 0.4321064282 84.7281812535
53690624 0.4306850127 84.7282884159
53690857 0.4297655079 84.7283887655
53690984 0.4333943398 84.7284433457
53691080 0.4465622327 84.7284849516
53691215 0.4810604696 84.7285452375
53691322 0.5192563765 84.7285967110
53691342 0.5514983739 84.7286070961
53691416 0.6426371032 84.7286479070
53691532 0.7355405717 84.7287224529
53691566 0.8489946819 84.7287474613
53691597 0.9360554759 84.7287737801
53691654 1.0149505817 84.7288271353
53691890 0.8985801671 84.7290666636
53691946 0.7045255125 84.7291169841
53692129 0.6106152800 84.7292459123
53692173 0.5381701941 84.7292727793
53692265 0.4840170364 84.7293222910
53692459 0.4582102205 84.7294161903
53692645 0.4507397103 84.7295014174
53692746 0.4426149331 84.7295469421
53693603 0.4515934150 84.7299262631
53694178 0.4475233050 84.7301859293
53694352 0.4348620313 84.7302637984
53694968 0.2750873652 84.7305316734
53696207 0.2943170834 84.7308725066
53697009 0.4356476089 84.7311085489
53697884 0.5966821965 84.7314897406
53698516 1.4470477248 84.7318668437
53698720 2.0712403349 84.7321620415
53699039 2.0726162538 84.7328227671
53700001 0.4495903746 84.7348166240
53700276 0.4209351281 84.7349402613
53700375 0.4147898177 84.7349819339
53700849 0.4122298912 84.7351785443
53701052 0.4454954645 84.7352622269
53701405 0.4453253613 84.7354194868
53702074 0.4454070261 84.7357174095
53702491 0.4090772377 84.7359031442
53702890 0.1396127426 84.7360663661
53703482 0.0697133306 84.7361490168
53703500 0.0705206756 84.7361502716
53703945 0.0724324925 84.7361816533
53705001 0.0829646540 84.7362581421
53705125 0.0935295355 84.7362684297
53705335 0.1087222841 84.7362880709
53705398 0.1249949516 84.7362949204
53706935 0.1935710145 84.7364870376
53707089 0.2814430338 84.7365168476
53712057 1.6320269603 84.7379150566
53713497 1.0900215454 84.7402651754
53713550 0.3073614426 84.7403229465
53715506 0.0245915585 84.7409241455
53715822 0.0041594613 84.7409319164
53716047 0.0025845825 84.7409328523
53716235 0.0022961393 84.7409333382
53717129 0.0022961393 84.7409353910
53717315 0.0022961393 84.7409358180
53717559 0.0022935936 84.7409363783
53717854 0.0022935936 84.7409370549
53717925 0.0022935936 84.7409372178
53717987 0.0022935936 84.7409373600
53718099 0.0022935936 84.7409376168
53718186 0.0022936470 84.7409378164
53720066 0.0022936470 84.7409421284
53720690 0.0022936470 84.7409435597
53720871 0.0022936470 84.7409439748
53721071 0.0022936470 84.7409444336
53721094 0.0022939806 84.7409444863
53721102 0.0022939806 84.7409445047
53721247 0.0022939806 84.7409448373
53721774 0.0022939806 84.7409460462
53722146 0.0022939806 84.7409468996
53722358 0.0022939806 84.7409473859
53722403 0.0022939806 84.7409474891
53722915 0.0022939806 84.7409486636
53722929 0.0022948272 84.7409486958
53723194 0.0022948272 84.7409493039
53723234 0.0022948272 84.7409493957
53723252 0.0022948272 84.7409494370
53723295 0.0022948272 84.7409495357
53723423 0.0022948272 84.7409498294
53723504 0.0022948272 84.7409500153
53724113 0.0022948272 84.7409514128
53724200 0.0022948272 84.7409516125
53724352 0.0022948272 84.7409519613
53724868 0.0022948272 84.7409531454
53724982 0.0022948272 84.7409534070
53725105 0.0023000140 84.7409536893
53725386 0.0024041618 84.7409543356
53725397 0.0028396614 84.7409543621
53725492 0.0030723718 84.7409546318
53725636 0.0030723718 84.7409550742
53725989 0.0034124150 84.7409561588
53726357 1.0319666914 84.7409574146
53726956 1.0319666914 84.7415755626
53727062 0.0039834960 84.7416849511
53727145 0.0035063222 84.7416852817
53727519 0.0034980322 84.7416865931
53727546 0.0034838299 84.7416866875
53727600 0.0034838299 84.7416868756
53727766 0.0034838299 84.7416874540
53728239 0.0034838299 84.7416891018
53728624 0.0034838299 84.7416904431
53729119 0.0034838299 84.7416921676
53729704 0.0034838299 84.7416942056
53730040 0.0034838299 84.7416953762
53730154 0.0034838299 84.7416957733
53730266 0.0034838565 84.7416961635
53730853 0.0034838565 84.7416982086
53731742 0.0034838565 84.7417013057
53734153 0.0562083630 84.7417097053
53734404 0.1376163597 84.7417238136
53734521 0.2046993596 84.7417399147
53734695 0.2047048650 84.7417755324
53735289 0.2571398642 84.7418971271
53735803 0.2549849280 84.7420292970
53736014 0.2636842723 84.7420830988
53736056 0.7229266969 84.7420941735
53737103 0.7482764771 84.7428510778
53737287 0.6619124422 84.7429887607
53738001 0.6637116199 84.7434613661
53739231 0.6377093033 84.7442777314
53739454 0.2974368443 84.7444199406
53739971 0.2818781565 84.7445737155
53740393 0.2691681419 84.7446926680
53740639 0.2037754109 84.7447588834
53740839 0.1521105873 84.7447996385
53741599 0.1006591012 84.7449152425
53742452 0.1006393570 84.7450011047
53743855 0.0990343399 84.7451423018
53745793 0.1429158117 84.7453342303
53746935 0.1613322051 84.7454974402
53747565 0.2029609872 84.7455990795
53747776 0.2031059921 84.7456419042
53748688 0.3416886244 84.7458271369
53751202 0.5695881910 84.7466861421
53752332 22.9312267565 84.7473297767
53756856 23.3422193590 84.8510706466
53758114 7.8127127587 84.8804351585
53759281 7.7941232954 84.8895525943
53759495 1.2268393128 84.8912205367
53761986 1.2333789321 84.8942765934
53762102 1.2388718841 84.8944196654
53764130 1.2838520849 84.8969320976
53764222 1.3273525825 84.8970502120
53765967 1.2943611314 84.8993664422
53766969 1.2933198676 84.9006633921
53767163 1.2331071031 84.9009142961
53768096 1.2298235294 84.9020647851
53769130 0.8345713112 84.9033364226
53769588 0.7256079862 84.9037186563
53770020 0.5904703523 84.9040321189
53770407 0.3287072957 84.9042606309
53770722 0.2586324711 84.9043641737
53770770 0.2026608448 84.9043765881
53771252 0.2001211277 84.9044742706
53771816 0.1998446881 84.9045871389
53771972 0.1937751330 84.9046183147
53772408 0.1898329871 84.9047028007
53774112 0.1896002818 84.9050262761
53774878 0.1894759936 84.9051715099
53775532 0.1891929866 84.9052954272
53776758 0.1891680493 84.9055273778
53777606 0.1891221818 84.9056877923
53779796 11.7497220616 84.9061019699
53784028 7.9264882946 84.9558267936
53784090 7.9050179622 84.9563182359
53784258 6.1175692622 84.9576462789
53784619 1.7968668076 84.9598547214
53784905 0.4181431198 84.9603686253
53786522 0.4178294880 84.9610447628
53786897 0.4163732747 84.9612014488
53787235 0.4160031763 84.9613421830
53787742 0.4158527893 84.9615530966
53787882 0.4157889730 84.9616113160
53788491 0.4157956910 84.9618645315
53788742 0.4158046535 84.9619688962
53788806 0.4153226101 84.9619955077
53788859 0.4147119627 84.9620175198
53789096 0.4146351768 84.9621158065
53789385 0.4147589973 84.9622356361
53789398 0.4150210454 84.9622410280
53790816 0.4193976440 84.9628295278
53790859 0.4193333425 84.9628475619
53791313 0.4154493053 84.9630379392
53791629 0.4120380084 84.9631692212
53791974 0.4089185024 84.9633113743
53793267 0.4069700598 84.9638401060
53793290 0.4051573772 84.9638494663
53793355 0.4033355877 84.9638758015
53794004 0.4203927278 84.9641375663
53794422 0.4701409796 84.9643132905
53794627 0.5833713419 84.9644096694
53794640 0.7289731546 84.9644172532
53794729 1.0654977797 84.9644821318
53794753 1.4572998555 84.9645077037
53795012 1.4130022996 84.9648851444
53795370 1.3834903006 84.9653909992
53795397 1.3366042697 84.9654283535
53795673 1.0883021607 84.9657972562
53795915 0.2052227292 84.9660606254
53796242 0.1790450341 84.9661277332
53796309 0.1568654793 84.9661397292
53796567 0.1531833065 84.9661802005
53796695 0.1545406674 84.9661998080
53796925 0.1793090257 84.9662353523
53796935 0.2033384838 84.9662371454
53797148 2.1802186443 84.9662804565
53797743 0.4878781742 84.9675776866
53797878 0.1635393765 84.9676435502
53798236 0.1149837270 84.9677020973
53798444 0.0583015363 84.9677260139
53798481 0.0200317949 84.9677281710
53798576 0.0087413772 84.9677300740
53798607 0.0023507195 84.9677303450
53798906 0.0022798990 84.9677310479
53799109 0.0022798990 84.9677315107
53799413 0.0022763564 84.9677322038
53799605 0.0022729633 84.9677326409
53799847 0.0022729633 84.9677331909
53800114 0.0022729633 84.9677337978
53800822 0.0022720166 84.9677354071
53800967 0.0022720166 84.9677357365
53801052 0.0022682896 84.9677359296
53801173 0.0022682896 84.9677362041
53801556 0.0022682896 84.9677370728
53802399 0.0022682896 84.9677389850
53802457 0.0022682896 84.9677391166
53802506 0.0022682896 84.9677392277
53803052 0.0022682896 84.9677404662
53803095 0.0022682896 84.9677405637
53803157 0.0022735850 84.9677407044
53803210 0.0022735850 84.9677408249
53803227 0.0022735850 84.9677408635
53803273 0.0022749320 84.9677409681
53803636 0.0022749320 84.9677417939
53803792 0.0022749320 84.9677421488
53803825 0.0023127474 84.9677422239
53803925 0.0023579060 84.9677424551
53804085 0.0024402493 84.9677428324
53804284 0.9875711534 84.9677433180
53804339 2.3249099263 84.9677976344
53805011 0.0284881217 84.9693599739
53805214 0.0284881217 84.9693657570
53805280 0.0283321154 84.9693676372
53805374 0.0282201547 84.9693703004
53805479 0.0282134670 84.9693732635
53805884 0.0283272969 84.9693846900
53806089 0.0283653386 84.9693904971
53806178 0.0283950388 84.9693930216
53806661 0.0285712199 84.9694067364
53807049 2.0393340841 84.9694178220
53807107 3.6627443048 84.9695361034
53807120 5.6390055678 84.9695837191
53807210 0.2977958852 84.9700912296
53808230 0.3116696933 84.9703949814
53808261 0.3229633106 84.9704046432
53809261 0.4249935779 84.9707276065
53809833 1.2928649953 84.9709707028
53809987 2.9050840629 84.9711698040
53810802 2.9195586352 84.9735374475
53810862 2.9215005110 84.9737126210
53811082 2.9233445957 84.9743553512
53811273 2.8454748832 84.9749137100
53811663 2.5852744029 84.9760234452
53812168 2.5452782005 84.9773290087
53812440 1.5471883130 84.9780213244
53812550 1.0658367997 84.9781915151
53813074 1.0684846675 84.9787500136
53813101 1.0759152485 84.9787788627
53813245 1.0661580431 84.9789337945
53813410 1.0215431073 84.9791097106
53813854 0.8628883477 84.9795632757
53813962 0.6645270622 84.9796564677
53814103 0.2855930354 84.9797501660
53814262 0.2739047211 84.9797955753
53814667 0.1348156888 84.9799065067
53814791 0.0705054494 84.9799232238
53814973 0.0607243454 84.9799360558
53818119 0.0745831424 84.9801270946
53818319 0.0757623975 84.9801420112
53820352 0.8312123584 84.9802960362
53821657 0.0782274466 84.9813807683
53824208 0.0781274443 84.9815803265
53824412 0.1119036960 84.9815962645
53824440 0.1162409764 84.9815993978
53824532 0.1160920050 84.9816100920
53824728 0.0784455656 84.9816328460
53824818 0.0784634362 84.9816399061
53824919 0.0783867053 84.9816478309
53825361 0.0785346000 84.9816824779
53825508 0.0786457029 84.9816940225
53825743 0.0790234294 84.9817125042
53825843 0.0792602953 84.9817204065
53825868 0.0798166303 84.9817223880
53826050 0.0808517716 84.9817369147
53826224 0.0832726369 84.9817509829
53826236 0.0845819045 84.9817519822
53826378 0.0894626046 84.9817639928
53826503 0.1015308821 84.9817751756
53826539 3.7613227109 84.9817788307
53826840 0.0858277762 84.9829109889
53827203 0.0706394963 84.9829421443
53828382 0.1501705429 84.9830254283
53828395 0.1501705429 84.9830273805
53828575 0.2873531014 84.9830544112
53828948 0.4659999389 84.9831615939
53829143 0.5281856790 84.9832524639
53829419 0.5404007459 84.9833982432
53829697 0.5436375973 84.9835484746
53830198 0.5442220102 84.9838208370
53830228 0.5440246790 84.9838371637
53830874 0.5465889218 84.9841886036
53831358 0.5450281161 84.9844531526
53831820 0.5435583395 84.9847049556
53832049 0.5432491344 84.9848294305
53832506 0.5435440050 84.9850776953
53833175 0.5790139966 84.9854413263
53838112 0.8482346217 84.9882999184
53841501 0.5926575091 84.9911745855
53842511 0.5818561583 84.9917731696
53842538 0.5702356741 84.9917888797
53843024 1.8316502903 84.9920660143
53844342 0.4495907596 84.9944801293
53844896 0.3410305234 84.9947292026
53846489 0.2560886998 84.9952724642
53849279 0.2553197272 84.9959869517
53849705 0.2544693905 84.9960957179
53850734 0.2551988289 84.9963575669
53851807 0.6981715080 84.9966313953
53854034 5.7949563114 84.9981862232
53854403 5.8600578018 85.0003245621
53854536 5.8742522806 85.0011039498
53854611 5.8756580647 85.0015445187
53854656 5.8745329069 85.0018089233
53854711 5.8729807412 85.0021320226
53855033 4.6828076256 85.0040231224
53855145 3.9344449826 85.0045475969
53855179 2.8048058038 85.0046813680
53855192 1.1396873585 85.0047178305
53855585 0.9120160202 85.0051657276
53856046 0.9166976660 85.0055861670
53856082 0.9050660655 85.0056191681
53856464 0.2361289125 85.0059649034
53856703 0.1502912020 85.0060213382
53860978 0.1524622010 85.0066638331
53861912 0.1705561263 85.0068062328
53862354 0.1866594914 85.0068816186
53863213 0.1688703658 85.0070419591
53863425 0.1511240601 85.0070777596
53865700 0.1513007347 85.0074215668
53866336 0.1502246490 85.0075177941
53866557 3.4199998623 85.0075509937
53866611 3.6654037943 85.0077356737
53866785 1.6972056936 85.0083734540
53866833 0.1412617953 85.0084549199
53875873 0.1316498357 85.0097319265
53876976 0.1239425971 85.0098771363
53877832 0.1184304055 85.0099832311
53878750 0.1133191261 85.0100919502
53882311 0.1137671456 85.0104954796
53883127 0.1137671456 85.0105883136
53883661 0.1146505196 85.0106490653
53883708 0.1157810415 85.0106544539
53883880 0.1168828008 85.0106743682
53884993 0.1168828008 85.0108044588
53885073 0.1163110985 85.0108138094
53885612 0.1149682884 85.0108765011
53885635 0.1141727426 85.0108791453
53885730 0.1129472767 85.0108899917
53885918 0.1127329303 85.0109112258
53886102 0.1125684883 85.0109319687
53886123 0.1123429103 85.0109343326
53886149 0.1121707892 85.0109372535
53887694 0.1123184962 85.0111105574
53887856 0.1126635402 85.0111287530
53887940 0.1128391588 85.0111382167
53887965 0.1127380120 85.0111410377
53887975 0.1127882855 85.0111421651
53888129 0.1129534105 85.0111595345
53888431 0.1129534105 85.0111936464
53888595 0.1129534105 85.0112121708
53889070 0.1131857045 85.0112658237
53889273 0.1165717650 85.0112888004
53889309 0.1219106112 85.0112929969
53889389 0.1467353135 85.0113027498
53889445 0.1833741449 85.0113109670
53889639 0.4101140864 85.0113465416
53889649 0.6389871733 85.0113506427
53889684 0.9474383210 85.0113730072
53890201 1.0520578875 85.0118628329
53890861 1.0520790566 85.0125571911
53891084 0.2618080059 85.0127918047
53891390 0.1115173032 85.0128719179
53891665 0.1115173032 85.0129025852
53892116 0.1115173032 85.0129528795
53892813 0.1115173032 85.0130306071
53892838 0.1113879044 85.0130333950
53892906 0.1113134831 85.0130409694
53893113 0.1112371964 85.0130640113
53893773 0.1112371964 85.0131374278
53893889 0.1112380316 85.0131503313
53893934 0.1112436061 85.0131553370
53894919 0.1112436061 85.0132649120
53894986 0.1112557145 85.0132723653
53895034 0.1112714468 85.0132777056
53895073 0.1112752868 85.0132820452
53895107 0.1113499514 85.0132858285
53895230 0.1113499514 85.0132995246
53895712 0.1113531694 85.0133531953
53895800 0.1113784861 85.0133629943
53895829 0.1114483380 85.0133662243
53895982 0.1114616820 85.0133832759
53896024 0.1115050383 85.0133879573
53896030 0.1115119208 85.0133886263
53896110 0.1115095264 85.0133975473
53896382 0.1115076049 85.0134278779
53896387 0.1115076049 85.0134284354
53896406 0.1115495575 85.0134305541
53897881 0.1117254138 85.0135950897
53898036 0.1117254138 85.0136124071
53898196 0.1117254138 85.0136302832
53898530 0.1117254138 85.0136675994
53899182 1.6121060242 85.0137404444
53899848 0.1218690552 85.0148141070
53900533 0.1180555482 85.0148975873
53901202 0.1180555482 85.0149765665
53901465 0.1180555482 85.0150076151
53901944 0.1180560764 85.0150641637
53902290 0.1180675694 85.0151050111
53902341 0.1180523994 85.0151110326
53902556 0.1180954161 85.0151364138
53902720 0.1180954034 85.0151557815
53903731 0.1182140956 85.0152751759
53903860 0.1181292643 85.0152904255
53904309 0.1181429862 85.0153434656
53905222 0.1181429862 85.0154513301
53905936 0.1181838509 85.0155356842
53907530 0.1182433161 85.0157240693
53907977 0.1183062540 85.0157769240
53908466 0.1183192216 85.0158347758
53914928 0.9589814724 85.0165993546
53915362 0.9846773394 85.0170155526
53915377 0.9990413487 85.0170303227
53915423 1.0158853223 85.0170762786
53915683 2.0889567883 85.0173404088
53915704 3.3015095777 85.0173842769
53916026 3.2998984008 85.0184473630
53916987 2.4861198363 85.0216185654
53917300 0.8006378489 85.0223967209
53917421 0.2127479027 85.0224935980
53917588 0.0399553437 85.0225291269
53917892 0.0389229972 85.0225412734
53919786 0.0385093101 85.0226149935
53920996 0.0385033847 85.0226615898
53921127 0.0385033847 85.0226666337
53921559 0.0384937986 85.0226832672
53921721 0.0384991897 85.0226895032
53922563 0.0395943788 85.0227219195
53922596 0.0397930362 85.0227232261
53922896 0.0560874538 85.0227351640
53923038 0.0562873597 85.0227431285
53923095 0.0571307666 85.0227463368
53923223 0.0582482461 85.0227536496
53923306 0.1601939801 85.0227584842
53923323 0.2753208378 85.0227612075
53923413 0.4559739168 85.0227859863
53923658 0.9561340521 85.0228977000
53923883 0.9625126971 85.0231128301
53924300 0.9867550749 85.0235141979
53925050 0.9696263278 85.0242542642
53925387 1.1281582980 85.0245810283
53928385 6.8264697929 85.0279632469
53931462 3.3251303902 85.0489682944
53932545 2.6506457940 85.0525694106
53932661 0.7903453962 85.0528768855
53933463 0.7897413563 85.0535107426
53934838 0.7901608375 85.0545966369
53934920 0.7702303997 85.0546614301
53937503 0.7725067209 85.0566509352
53937608 0.7759627412 85.0567320484
53938003 0.7792050848 85.0570385537
53938197 0.7823906654 85.0571897195
53938255 0.8023928272 85.0572350982
53938786 0.8134078567 85.0576611688
53939458 1.0397219041 85.0582077788
53939910 1.2180224464 85.0586777331
53941220 2.0766057997 85.0602733425
53941294 2.8678790870 85.0604270114
53941918 2.9633142733 85.0622165679
53942001 2.9909114646 85.0624625230
53942123 3.0440832949 85.0628274142
53942872 3.0520260631 85.0651074326
53943150 3.0588369908 85.0659558958
53944125 3.0447109641 85.0689382619
53944315 2.5684377780 85.0695167570
53944522 1.9615111428 85.0700484236
53944909 1.9097322841 85.0708075284
53944983 1.7584652825 85.0709488486
53945088 0.9104423988 85.0711334875
53948244 0.5069466739 85.0740068437
53948473 0.2342949155 85.0741229345
53949745 0.2250891457 85.0744209576
53951346 0.2204333837 85.0747813253
53952115 0.2161512666 85.0749508386
53955242 0.2162861680 85.0756267436
53958621 0.2205205226 85.0763575746
53958734 0.2255820954 85.0763824934
53959399 0.2401551159 85.0765325055
53959428 0.2547962587 85.0765394700
53959638 0.2581798308 85.0765929772
53959791 0.2833788291 85.0766324787
53961095 0.3279848420 85.0770020047
53961554 0.5144081573 85.0771525497
53961612 0.5756717743 85.0771823854
53964317 0.7573292501 85.0787395776
53964663 0.7465717159 85.0790016135
53964908 0.7233784727 85.0791845235
53964926 0.7059913959 85.0791975444
53965181 0.7041301180 85.0793775722
53965469 0.7977328223 85.0795803616
53965625 0.8690305382 85.0797048080
53965639 0.9465931306 85.0797169744
53966297 1.6484803673 85.0803398327
53967246 1.6488354679 85.0819042405
53967390 1.9708505232 85.0821416728
53967770 2.6279484117 85.0828905960
53967870 3.0763854534 85.0831533909
53968517 12.5568773660 85.0851438123
53968822 13.0209568443 85.0889736599
53969029 13.0170987325 85.0916689979
53970108 12.1433663751 85.1057144475
53971139 12.1327858598 85.1182342582
53972534 11.4516888147 85.1351594945
53972583 1.2857785490 85.1357206272
53972954 0.9781619399 85.1361976511
53973735 0.9727509851 85.1369615955
53973842 0.9692456845 85.1370656799
53973946 0.9684031263 85.1371664815
53974426 0.9672508642 85.1376313150
53975072 0.9670409198 85.1382561590
53976215 4.2472505628 85.1393614868
53976274 6.2674471301 85.1396120746
53976613 6.2933337364 85.1417367391
53976926 6.2202289324 85.1437065526
53978291 12.1263797553 85.1521971651
53978519 23.1749841988 85.1549619797
53978528 28.2590551035 85.1551705545
53978569 30.0360595035 85.1563291758
53978706 30.1759128025 85.1604441159
53978835 30.2021423550 85.1643368087
53979075 38.3153424751 85.1715853229
53979208 38.4426269287 85.1766812634
53979377 38.4531647753 85.1831780674
53979394 38.4531647753 85.1838317712
53979410 38.4531647753 85.1844470218
53979550 38.4531647753 85.1898304649
53979601 38.4531647753 85.1917915763
53980550 38.4531647753 85.2282836296
53980610 28.0376212796 85.2305908195
53981395 27.4701127838 85.2526003522
53981787 27.2079125606 85.2633686364
53981863 0.2386342797 85.2654364378
53982237 0.2107144897 85.2655256870
53983182 0.2106371477 85.2657248122
53983544 0.2112725998 85.2658010629
53983624 0.2113564936 85.2658179647
53983954 0.2116423954 85.2658877123
53983981 0.2120136942 85.2658934267
53984564 0.2124242061 85.2660170306
53985243 0.2138405434 85.2661612667
53985588 0.2144464817 85.2662350417
53989795 0.2010056331 85.2671372180
53991520 0.1979687168 85.2674839527
53996076 0.1980606815 85.2683858982
53996359 0.1980198790 85.2684419494
53998612 0.1986031621 85.2688880882
54002482 0.2010373776 85.2696566824
54003317 0.2010586728 85.2698245486
54005254 0.2028494552 85.2702139993
54005493 0.2048356984 85.2702624803
54007684 0.2091840713 85.2707112753
54007951 0.2129196330 85.2707671274
54008200 0.2133317027 85.2708201444
54012250 0.2158532331 85.2716841378
54012866 1.4207508519 85.2718171034
54015363 1.6363505262 85.2753647183
54015733 1.6667712799 85.2759701680
54021275 0.6201348190 85.2852074144
54021906 0.2142790916 85.2855987195
54023574 1.1537560454 85.2859561370
54023802 1.6730843528 85.2862191934
54025104 1.7348724199 85.2883975492
54026131 0.3533829324 85.2901792632
54027536 0.3533829324 85.2906757662
54029943 0.3533829324 85.2915263589
54030150 0.3533829324 85.2915995092
54030598 0.0292772998 85.2917578248
54034389 0.0204350940 85.2918688150
54034662 0.0204473468 85.2918743938
54035338 0.0186394235 85.2918882162
54035358 0.0170209171 85.2918885890
54036317 0.0170165622 85.2919049120
54037567 1.2669247363 85.2919261827
54038452 0.0179396799 85.2930474111
54038727 1.8655978394 85.2930523445
54039082 0.0209823652 85.2937146318
54040898 0.0207618613 85.2937527358
54041553 0.0205681855 85.2937663348
54042656 0.0205921986 85.2937890215
54044413 0.0208977553 85.2938252020
54045153 0.0218355859 85.2938406663
54046148 0.0246324849 85.2938623927
54047769 0.0290535266 85.2939023220
54048004 0.0329498017 85.2939091496
54048880 0.0329494188 85.2939380136
54049456 0.0362145597 85.2939569925
54049468 0.0362143611 85.2939574270
54049582 0.0391417269 85.2939615555
54051776 0.0469726581 85.2940474324
54051817 0.0577628175 85.2940493583
54051893 0.0645471064 85.2940537483
54053530 0.0787020289 85.2941594119
54053680 0.0872462970 85.2941712172
54053856 0.0961335429 85.2941865725
54055060 0.1053846930 85.2943023173
54055199 0.2802031256 85.2943169658
54055662 0.3152035060 85.2944466998
54055993 0.1598025574 85.2945510322
54065801 0.1596420587 85.2961183757
54065971 0.1595860846 85.2961455148
54066241 0.1595047054 85.2961886031
54066612 1.5342932194 85.2962477793
54067120 0.5758728211 85.2970272003
54067136 0.1212070365 85.2970364142
54067175 0.0988997946 85.2970411413
54067741 0.0988921408 85.2970971186
54067848 0.0990111856 85.2971077001
54067974 0.0333733965 85.2971201755
54067995 0.0334305227 85.2971208763
54068295 0.0335545733 85.2971309055
54068889 0.0347383181 85.2971508369
54069239 0.0532013759 85.2971629953
54069290 0.1073019591 85.2971657086
54069375 0.2177774393 85.2971748292
54069792 0.0575072901 85.2972656424
54070486 0.0812743792 85.2973055525
54074912 0.0812682672 85.2976652729
54076482 0.1477567356 85.2977928641
54076923 0.0822449772 85.2978580248
54076956 0.0220458558 85.2978607389
54077581 0.0114520485 85.2978745175
54077785 0.0044194056 85.2978768537
54079104 0.0035640890 85.2978826829
54079303 0.0028328985 85.2978833922
54080318 0.0027779834 85.2978862676
54082084 0.0027779834 85.2978911735
54083828 0.0027779834 85.2978960183
54083877 0.0027779834 85.2978961544
54083927 0.0027779834 85.2978962933
54084551 0.0027779834 85.2978980268
54085345 0.0027779834 85.2979002325
54085550 0.0027779834 85.2979008020
54086197 0.0027779834 85.2979025993
54087085 0.0027779834 85.2979050662
54087277 0.0027779834 85.2979055996
54087896 0.0027779834 85.2979073191
54088914 0.0027779834 85.2979101471
54090078 0.0027779834 85.2979133807
54091773 0.0027782885 85.2979180894
54092395 0.0027782885 85.2979198175
54093087 0.0027782885 85.2979217401
54093454 0.0027782885 85.2979227597
54093590 0.0027782885 85.2979231375
54094326 0.0027827102 85.2979251824
54094650 0.0027827102 85.2979260840
54094739 0.0027820076 85.2979263316
54096340 0.0027932259 85.2979307856
54096602 0.0028875190 85.2979315174
54097379 0.0044734596 85.2979337610
54097436 0.0044734596 85.2979340160
54097647 0.0077755379 85.2979349599
54097812 0.0106120571 85.2979362429
54099878 0.0161197625 85.2979581674
54100512 1.6464976104 85.2979683873
54100918 0.0037048061 85.2986368654
54107392 0.0037225071 85.2986608503
54107530 0.0037225071 85.2986613640
54107986 0.0037225071 85.2986630614
54108522 0.0037546167 85.2986650567
54109250 0.0041023667 85.2986677901
54110007 0.0049364170 85.2986708956
54110354 0.0053321347 85.2986726085
54111357 0.0067689865 85.2986779566
54111548 0.0099583829 85.2986792495
54112759 0.0100265039 85.2986913091
54113050 0.0265304331 85.2986942268
54113532 0.0399696643 85.2987070145
54113552 0.0403360118 85.2987078139
54115062 0.1080421793 85.2987687213
54115182 0.2778025303 85.2987816863
54118982 0.2784457021 85.2998373359
54119090 0.1163023009 85.2998674081
54119424 0.1105115102 85.2999062530
54119740 0.1102097942 85.2999411747
54119884 0.1098411288 85.2999570449
54120634 0.1097917507 85.3000394257
54121591 0.1101265482 85.3001444964
54121775 0.1101351191 85.3001647597
54123467 0.1124078401 85.3003511083
54124152 0.1371700259 85.3004281077
54125702 0.2646281889 85.3006407213
54126625 0.3019925789 85.3008849731
54129394 0.3019063544 85.3017211905
54129450 0.3019246227 85.3017380973
54130357 0.3014990812 85.3020119429
54130448 0.3001965473 85.3020393793
54131978 0.2955971339 85.3024986800
54132295 0.2910790654 85.3025923843
54132408 0.2878334482 85.3026252763
54132839 0.2924939267 85.3027493325
54133809 0.3002686261 85.3030330516
54134637 2.8008023845 85.3032816740
54135042 2.8143855488 85.3044159990
54135335 2.8679386072 85.3052406139
54135494 2.8850210396 85.3056966162
54135819 2.5448176627 85.3066342480
54136177 1.2974133132 85.3075452927
54136791 0.1222390384 85.3083419045
54138792 0.1095100876 85.3085865048
54138880 0.0997095938 85.3085961417
